//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//ProductID	ProductNumber	ItemGroup	ItemIndex	Price	Durability	UseTime	80	Level	Skill	Luck	Option	ExOpt	AncOp	Comment
1210	1211	13	67	400	0	120	80	0	0	0	0	0	0	// Pet Rudolf (2 Hours)
1210	1212	13	67	600	0	180	80	0	0	0	0	0	0	// Pet Rudolf (3 Hours)
1210	1213	13	67	1000	0	300	80	0	0	0	0	0	0	// Pet Rudolf (5 Hours)
1220	1220	13	47	500	1	0	80	0	0	0	0	0	0	// Blood Castle Ticket (1 UN)
1230	1230	13	46	500	1	0	80	0	0	0	0	0	0	// Devil Square Ticket (1 UN)
1240	1240	13	80	100	0	1440	80	0	0	0	0	0	0	// Pet Panda (1 Days)
1240	1241	13	80	260	0	4320	80	0	0	0	0	0	0	// Pet Panda (3 Days)
1250	1250	13	48	500	1	0	80	0	0	0	0	0	0	// Kalima Ticket (1 UN)
1270	1270	13	65	300	0	60	80	0	0	0	0	0	0	// Spirit of Guardian (1 Hours)
1270	1271	13	65	600	0	120	80	0	0	0	0	0	0	// Spirit of Guardian (2 Hours)
1270	1272	13	65	900	0	180	80	0	0	0	0	0	0	// Spirit of Guardian (3 Hours)
1270	1273	13	65	1500	0	300	80	0	0	0	0	0	0	// Spirit of Guardian (5 Hours)
1280	1280	14	140	20	0	60	80	0	0	0	0	0	0	// Scroll of Healing (1 Hours)
1280	1281	14	140	40	0	120	80	0	0	0	0	0	0	// Scroll of Healing (2 Hours)
1280	1282	14	140	60	0	180	80	0	0	0	0	0	0	// Scroll of Healing (3 Hours)
1290	1290	14	72	20	0	60	80	0	0	0	0	0	0	// Scroll of Quickness (1 Hours)
1290	1291	14	72	40	0	120	80	0	0	0	0	0	0	// Scroll of Quickness (2 Hours)
1290	1292	14	72	60	0	180	80	0	0	0	0	0	0	// Scroll of Quickness (3 Hours)
1300	1300	14	73	20	0	60	80	0	0	0	0	0	0	// Scroll of Defense (1 Hours)
1300	1301	14	73	40	0	120	80	0	0	0	0	0	0	// Scroll of Defense (2 Hours)
1300	1302	14	73	60	0	180	80	0	0	0	0	0	0	// Scroll of Defense (3 Hours)
1310	1310	14	74	20	0	60	80	0	0	0	0	0	0	// Scroll of Wrath (1 Hours)
1310	1311	14	74	40	0	120	80	0	0	0	0	0	0	// Scroll of Wrath (2 Hours)
1310	1312	14	74	60	0	180	80	0	0	0	0	0	0	// Scroll of Wrath (3 Hours)
1320	1320	14	75	20	0	60	80	0	0	0	0	0	0	// Scroll of Wizardry (1 Hours)
1320	1321	14	75	40	0	120	80	0	0	0	0	0	0	// Scroll of Wizardry (2 Hours)
1320	1322	14	75	60	0	180	80	0	0	0	0	0	0	// Scroll of Wizardry (3 Hours)
1330	1330	14	76	20	0	60	80	0	0	0	0	0	0	// Scroll of Health (1 Hours)
1330	1331	14	76	40	0	120	80	0	0	0	0	0	0	// Scroll of Health (2 Hours)
1330	1332	14	76	60	0	180	80	0	0	0	0	0	0	// Scroll of Health (3 Hours)
1340	1340	14	77	20	0	60	80	0	0	0	0	0	0	// Scroll of Mana (1 Hours)
1340	1341	14	77	40	0	120	80	0	0	0	0	0	0	// Scroll of Mana (2 Hours)
1340	1342	14	77	60	0	180	80	0	0	0	0	0	0	// Scroll of Mana (3 Hours)
1370	1370	14	80	20	0	60	80	0	0	0	0	0	0	// Elixir of Health (1 Hours)
1370	1371	14	80	40	0	120	80	0	0	0	0	0	0	// Elixir of Health (2 Hours)
1370	1372	14	80	60	0	180	80	0	0	0	0	0	0	// Elixir of Health (3 Hours)
1380	1380	14	81	20	0	60	80	0	0	0	0	0	0	// Elixir of Energy (1 Hours)
1380	1381	14	81	40	0	120	80	0	0	0	0	0	0	// Elixir of Energy (2 Hours)
1380	1382	14	81	60	0	180	80	0	0	0	0	0	0	// Elixir of Energy (3 Hours)
1400	1400	14	97	70	0	60	80	0	0	0	0	0	0	// Scroll of Battle (1 Hours)
1400	1401	14	97	140	0	120	80	0	0	0	0	0	0	// Scroll of Battle (2 Hours)
1400	1402	14	97	210	0	180	80	0	0	0	0	0	0	// Scroll of Battle (3 Hours)
1410	1410	14	98	70	0	60	80	0	0	0	0	0	0	// Scroll of Strength (1 Hours)
1410	1411	14	98	140	0	120	80	0	0	0	0	0	0	// Scroll of Strength (2 Hours)
1410	1412	14	98	210	0	180	80	0	0	0	0	0	0	// Scroll of Strength (3 Hours)
1420	1420	14	86	20	0	60	80	0	0	0	0	0	0	// Cherry Blossom Rice Cake (1 Hours)
1420	1421	14	86	40	0	120	80	0	0	0	0	0	0	// Cherry Blossom Rice Cake (2 Hours)
1420	1422	14	86	60	0	180	80	0	0	0	0	0	0	// Cherry Blossom Rice Cake (3 Hours)
1430	1430	14	87	20	0	60	80	0	0	0	0	0	0	// Cherry Blossom Flower Petal (1 Hours)
1430	1431	14	87	40	0	120	80	0	0	0	0	0	0	// Cherry Blossom Flower Petal (2 Hours)
1430	1432	14	87	60	0	180	80	0	0	0	0	0	0	// Cherry Blossom Flower Petal (3 Hours)
1440	1440	14	85	20	0	60	80	0	0	0	0	0	0	// Cherry Blossom Wine (1 Hours)
1440	1441	14	85	40	0	120	80	0	0	0	0	0	0	// Cherry Blossom Wine (2 Hours)
1440	1442	14	85	60	0	180	80	0	0	0	0	0	0	// Cherry Blossom Wine (3 Hours)
1450	1450	14	97	25	0	10080	80	0	0	0	0	0	0	// Scroll of Battle (7 Days)
1460	1460	14	98	50	0	10080	80	0	0	0	0	0	0	// Scroll of Strength (7 Days)
1470	1470	14	53	300	1	0	80	0	0	0	0	0	0	// Talisman of Luck (1 UN)
1480	1480	13	81	50	0	60	80	0	0	0	0	0	0	// Talisman of Guardian (1 Hours)
1490	1490	13	82	100	0	60	80	0	0	0	0	0	0	// Talisman of Item Protection (1 Hours)
1500	1500	14	96	2000	0	0	80	0	0	0	0	0	0	// Talisman of Chaos Assembly (1 UN)
1520	1520	14	163	50	0	0	80	0	0	0	0	0	0	// Vault Expansion Certificate (1 UN)
1530	1530	12	263	1	0	60	80	0	0	0	0	0	0	// Wings of Chaos (1 Hours)
1530	1531	12	263	1	0	300	80	0	0	0	0	0	0	// Wings of Chaos (5 Hours)
1530	1532	12	263	1	0	1440	80	0	0	0	0	0	0	// Wings of Chaos (24 Hours)
1540	1540	12	264	1	0	60	80	0	0	0	0	0	0	// Wings of Magic (1 Hours)
1540	1541	12	264	1	0	300	80	0	0	0	0	0	0	// Wings of Magic (5 Hours)
1540	1542	12	264	1	0	1440	80	0	0	0	0	0	0	// Wings of Magic (24 Hours)
1550	1550	12	265	1	0	60	80	0	0	0	0	0	0	// Wings of Life (1 Hours)
1550	1551	12	265	1	0	300	80	0	0	0	0	0	0	// Wings of Life (5 Hours)
1550	1552	12	265	1	0	1440	80	0	0	0	0	0	0	// Wings of Life (24 Hours)
1560	1560	12	262	1	0	60	80	0	0	0	0	0	0	// Cloak of Death (1 Hours)
1560	1561	12	262	1	0	300	80	0	0	0	0	0	0	// Cloak of Death (5 Hours)
1560	1562	12	262	1	0	1440	80	0	0	0	0	0	0	// Cloak of Death (24 Hours)
1570	1570	12	267	1	0	60	80	0	0	0	0	0	0	// Wings of Angel and Devil (1 Hours)
1570	1571	12	267	1	0	300	80	0	0	0	0	0	0	// Wings of Angel and Devil (5 Hours)
1570	1572	12	267	1	0	1440	80	0	0	0	0	0	0	// Wings of Angel and Devil (24 Hours)
1580	1580	12	266	1	0	60	80	0	0	0	0	0	0	// Wings of Conqueror (1 Hours)
1580	1581	12	266	1	0	300	80	0	0	0	0	0	0	// Wings of Conqueror (5 Hours)
1580	1582	12	266	1	0	1440	80	0	0	0	0	0	0	// Wings of Conqueror (24 Hours)
1590	1590	13	123	100	0	1440	80	0	0	0	0	0	0	// Pet Skeleton (1 Days)
1590	1591	13	123	260	0	4320	80	0	0	0	0	0	0	// Pet Skeleton (3 Days)
1600	1600	13	76	100	0	1440	80	0	0	0	0	0	0	// Panda Ring (1 Days)
1600	1601	13	76	260	0	4320	80	0	0	0	0	0	0	// Panda Ring (3 Days)
1610	1610	13	122	100	0	1440	80	0	0	0	0	0	0	// Skeleton Transformation Ring (1 Days)
1610	1611	13	122	260	0	4320	80	0	0	0	0	0	0	// Skeleton Transformation Ring (3 Days)
1640	1640	14	98	50	0	2880	80	0	0	0	0	0	0	// Scroll of Strength (2 Days)
1650	1650	14	97	50	0	2880	80	0	0	0	0	0	0	// Scroll of Battle (2 Days)
1660	1660	13	43	300	0	10080	80	0	0	0	0	0	0	// Seal of Ascension (7 Days)
1660	1661	13	43	600	0	21600	80	0	0	0	0	0	0	// Seal of Ascension (15 Days)
1680	1680	13	61	500	1	0	80	0	0	0	0	0	0	// Illusion Temple Ticket (1 UN)
1730	1730	13	44	700	0	60	80	0	0	0	0	0	0	// Seal of Wealth (1 Hours)
1740	1740	14	126	20	0	43200	80	0	0	0	0	0	0	// 30-Day Pass (30 Days)
1890	1890	14	112	400	255	0	80	10	1	1	0	1	0	// Silver Key (1 UN)
1910	1910	14	113	500	255	0	80	10	1	1	0	1	0	// Gold Key (1 UN)
2060	2060	13	80	500	0	60	80	0	0	0	0	0	0	// Pet Panda (1 Hours)
2060	2061	13	80	1000	0	120	80	0	0	0	0	0	0	// Pet Panda (2 Hours)
2060	2062	13	80	1500	0	180	80	0	0	0	0	0	0	// Pet Panda (3 Hours)
2060	2063	13	80	2500	0	300	80	0	0	0	0	0	0	// Pet Panda (5 Hours)
2070	2070	13	76	500	0	60	80	0	0	0	0	0	0	// Panda Ring (1 Hours)
2070	2071	13	76	1000	0	120	80	0	0	0	0	0	0	// Panda Ring (2 Hours)
2070	2072	13	76	1500	0	180	80	0	0	0	0	0	0	// Panda Ring (3 Hours)
2070	2073	13	76	2500	0	300	80	0	0	0	0	0	0	// Panda Ring (5 Hours)
2080	2080	13	122	500	0	60	80	0	0	0	0	0	0	// Skeleton Transformation Ring (1 Hours)
2080	2081	13	122	1000	0	120	80	0	0	0	0	0	0	// Skeleton Transformation Ring (2 Hours)
2080	2082	13	122	1500	0	180	80	0	0	0	0	0	0	// Skeleton Transformation Ring (3 Hours)
2080	2083	13	122	2500	0	300	80	0	0	0	0	0	0	// Skeleton Transformation Ring (5 Hours)
2150	2150	13	77	700	0	60	80	0	0	0	0	0	0	// Brown Panda Ring (1 Hours)
2150	2151	13	77	1400	0	120	80	0	0	0	0	0	0	// Brown Panda Ring (2 Hours)
2150	2152	13	77	2100	0	180	80	0	0	0	0	0	0	// Brown Panda Ring (3 Hours)
2150	2153	13	77	3500	0	300	80	0	0	0	0	0	0	// Brown Panda Ring (5 Hours)
2160	2160	13	63	400	0	60	80	0	0	0	0	0	0	// Seal of Divinity (1 Hours)
2160	2161	13	63	800	0	120	80	0	0	0	0	0	0	// Seal of Divinity (2 Hours)
2160	2162	13	63	1200	0	180	80	0	0	0	0	0	0	// Seal of Divinity (3 Hours)
2160	2163	13	63	2000	0	300	80	0	0	0	0	0	0	// Seal of Divinity (5 Hours)
2170	2170	13	47	20	0	10080	80	0	0	0	0	0	0	// Blood Castle Ticket (7 Days)
2180	2180	13	46	20	0	10080	80	0	0	0	0	0	0	// Devil Square Ticket (7 Days)
2190	2190	13	48	20	0	10080	80	0	0	0	0	0	0	// Kalima Ticket (7 Days)
